

391,Omeprazole,Omeprazole,Poor
392,Losartan,Losartan Potassium,Good
393,Cetirizine,Cetirizine Hydrochloride,Good
394,Paracetamol,Paracetamol,Good
395,Simvastatin,Simvastatin,Poor
396,Cetirizine,Cetirizine Hydrochloride,Good
397,Tramadol,Tramadol,Good
398,Cetirizine,Cetirizine Hydrochloride,Poor
399,Paracetamol,Paracetamol,Good
400,Tramadol,Tramadol,Good
401,Tramadol,Tramadol,Poor
402,Montelukast,Montelukast Sodium,Good
403,Losartan,Losartan Potassium,Poor
404,Montelukast,Montelukast Sodium,Good
405,Metformin,Metformin Hydrochloride,Poor
406,Cetirizine,Cetirizine Hydrochloride,Poor
407,Doxycycline,Doxycycline,Poor
408,Prednisone,Prednisone,Poor
409,Cetirizine,Cetirizine Hydrochloride,Good
410,Omeprazole,Omeprazole,Poor
411,Paracetamol,Paracetamol,Poor
412,Paracetamol,Paracetamol,Good
413,Losartan,Losartan Potassium,Good
414,Losartan,Losartan Potassium,Good
415,Lorazepam,Lorazepam,Good
416,Montelukast,Montelukast Sodium,Poor
417,Ciprofloxacin,Ciprofloxacin,Good
418,Tramadol,Tramadol,Good
419,Lorazepam,Lorazepam,Poor
420,Amoxicillin,Amoxicillin,Good
421,Simvastatin,Simvastatin,Good
422,Ranitidine,Ranitidine,Poor
423,Simvastatin,Simvastatin,Good
424,Amoxicillin,Amoxicillin,Good
425,Omeprazole,Omeprazole,Poor
426,Metformin,Metformin Hydrochloride,Good
427,Metformin,Metformin Hydrochloride,Poor
428,Metformin,Metformin Hydrochloride,Good
429,Doxycycline,Doxycycline,Good
430,Omeprazole,Omeprazole,Good
431,Montelukast,Montelukast Sodium,Good
432,Diphenhydramine,Diphenhydramine,Good
433,Clopidogrel,Clopidogrel,Good
434,Clopidogrel,Clopidogrel,Good
435,Ciprofloxacin,Ciprofloxacin,Good
436,Ibuprofen,Ibuprofen,Good
437,Simvastatin,Simvastatin,Good
438,Omeprazole,Omeprazole,Good
439,Montelukast,Montelukast Sodium,Good
440,Losartan,Losartan Potassium,Poor
441,Cetirizine,Cetirizine Hydrochloride,Good
442,Clopidogrel,Clopidogrel,Good
443,Prednisone,Prednisone,Good
444,Hydrochlorothiazide,Hydrochlorothiazide,Good
445,Tramadol,Tramadol,Poor
446,Cetirizine,Cetirizine Hydrochloride,Good
447,Omeprazole,Omeprazole,Good
448,Aspirin,Acetylsalicylic Acid,Good
449,Azithromycin,Azithromycin,Poor
450,Losartan,Losartan Potassium,Poor
451,Cetirizine,Cetirizine Hydrochloride,Good
452,Ciprofloxacin,Ciprofloxacin,Good
453,Tramadol,Tramadol,Good
454,Losartan,Losartan Potassium,Good
455,Simvastatin,Simvastatin,Poor
456,Amoxicillin,Amoxicillin,Good
457,Ciprofloxacin,Ciprofloxacin,Good
458,Omeprazole,Omeprazole,Poor
459,Tramadol,Tramadol,Good
460,Clopidogrel,Clopidogrel,Poor
475,Ranitidine,Ranitidine,Poor
476,Lorazepam,Lorazepam,Good
477,Simvastatin,Simvastatin,Good
478,Paracetamol,Paracetamol,Good
479,Doxycycline,Doxycycline,Poor
501,Hydrochlorothiazide,Hydrochlorothiazide,Poor
502,Cetirizine,Cetirizine Hydrochloride,Poor
503,Doxycycline,Doxycycline,Poor
504,Amoxicillin,Amoxicillin,Good
505,Paracetamol,Paracetamol,Good
506,Ciprofloxacin,Ciprofloxacin,Good
507,Hydrochlorothiazide,Hydrochlorothiazide,Good
508,Losartan,Losartan Potassium,Good
509,Ciprofloxacin,Ciprofloxacin,Poor
510,Metformin,Metformin Hydrochloride,Good
511,Ranitidine,Ranitidine,Poor
512,Clopidogrel,Clopidogrel,Good
513,Hydrochlorothiazide,Hydrochlorothiazide,Good
514,Tramadol,Tramadol,Poor
515,Doxycycline,Doxycycline,Poor
516,Ibuprofen,Ibuprofen,Good
517,Hydrochlorothiazide,Hydrochlorothiazide,Good
518,Aspirin,Acetylsalicylic Acid,Poor
519,Lorazepam,Lorazepam,Poor
520,Omeprazole,Omeprazole,Good
521,Lorazepam,Lorazepam,Good
522,Diphenhydramine,Diphenhydramine,Good
523,Montelukast,Montelukast Sodium,Good
524,Ibuprofen,Ibuprofen,Poor
525,Montelukast,Montelukast Sodium,Good
526,Omeprazole,Omeprazole,Good
527,Cetirizine,Cetirizine Hydrochloride,Poor
528,Aspirin,Acetylsalicylic Acid,Good
529,Ciprofloxacin,Ciprofloxacin,Good
530,Tramadol,Tramadol,Poor
531,Ciprofloxacin,Ciprofloxacin,Good
532,Tramadol,Tramadol,Good
533,Montelukast,Montelukast Sodium,Good
534,Hydrochlorothiazide,Hydrochlorothiazide,Good
535,Ciprofloxacin,Ciprofloxacin,Poor
536,Ibuprofen,Ibuprofen,Poor
537,Hydrochlorothiazide,Hydrochlorothiazide,Poor
538,Simvastatin,Simvastatin,Poor
539,Amoxicillin,Amoxicillin,Good
540,Doxycycline,Doxycycline,Good
541,Montelukast,Montelukast Sodium,Good
542,Omeprazole,Omeprazole,Good
543,Amoxicillin,Amoxicillin,Poor
544,Tramadol,Tramadol,Good
545,Simvastatin,Simvastatin,Good
546,Metformin,Metformin Hydrochloride,Good
547,Diphenhydramine,Diphenhydramine,Good
548,Tramadol,Tramadol,Poor
549,Ranitidine,Ranitidine,Good
550,Cetirizine,Cetirizine Hydrochloride,Good
551,Ranitidine,Ranitidine,Good
552,Diphenhydramine,Diphenhydramine,Poor
553,Prednisone,Prednisone,Good
554,Doxycycline,Doxycycline,Good
555,Losartan,Losartan Potassium,Good
556,Metformin,Metformin Hydrochloride,Good
557,Hydrochlorothiazide,Hydrochlorothiazide,Poor
558,Clopidogrel,Clopidogrel,Good
559,Aspirin,Acetylsalicylic Acid,Good
560,Montelukast,Montelukast Sodium,Good
561,Lorazepam,Lorazepam,Poor
562,Paracetamol,Paracetamol,Poor
563,Doxycycline,Doxycycline,Good
564,Ranitidine,Ranitidine,Good
565,Prednisone,Prednisone,Poor
566,Losartan,Losartan Potassium,Poor
567,Doxycycline,Doxycycline,Good
568,Prednisone,Prednisone,Poor
569,Amoxicillin,Amoxicillin,Good
570,Aspirin,Acetylsalicylic Acid,Good
571,Aspirin,Acetylsalicylic Acid,Poor
572,Losartan,Losartan Potassium,Poor
573,Ciprofloxacin,Ciprofloxacin,Poor
574,Amoxicillin,Amoxicillin,Good
575,Doxycycline,Doxycycline,Good
576,Paracetamol,Paracetamol,Good
577,Ibuprofen,Ibuprofen,Good
578,Paracetamol,Paracetamol,Good
579,Montelukast,Montelukast Sodium,Poor
580,Ranitidine,Ranitidine,Poor
591,Diphenhydramine,Diphenhydramine,Poor
592,Doxycycline,Doxycycline,Good
593,Cetirizine,Cetirizine Hydrochloride,Good
594,Clopidogrel,Clopidogrel,Good
595,Lorazepam,Lorazepam,Good
596,Simvastatin,Simvastatin,Good
597,Omeprazole,Omeprazole,Poor
598,Clopidogrel,Clopidogrel,Poor
608,Aspirin,Acetylsalicylic Acid,Poor
609,Losartan,Losartan Potassium,Good
610,Tramadol,Tramadol,Good
611,Metformin,Metformin Hydrochloride,Poor
612,Ciprofloxacin,Ciprofloxacin,Good
613,Diphenhydramine,Diphenhydramine,Poor
614,Montelukast,Montelukast Sodium,Good
615,Amoxicillin,Amoxicillin,Good
616,Azithromycin,Azithromycin,Good
617,Cetirizine,Cetirizine Hydrochloride,Good
618,Metformin,Metformin Hydrochloride,Good
619,Hydrochlorothiazide,Hydrochlorothiazide,Poor
620,Cetirizine,Cetirizine Hydrochloride,Poor
621,Amoxicillin,Amoxicillin,Good
622,Losartan,Losartan Potassium,Good
623,Simvastatin,Simvastatin,Good
624,Simvastatin,Simvastatin,Poor
625,Amoxicillin,Amoxicillin,Poor
626,Simvastatin,Simvastatin,Good
627,Ibuprofen,Ibuprofen,Good
628,Losartan,Losartan Potassium,Good
629,Tramadol,Tramadol,Good
630,Aspirin,Acetylsalicylic Acid,Good
631,Ibuprofen,Ibuprofen,Poor
632,Aspirin,Acetylsalicylic Acid,Good
633,Tramadol,Tramadol,Good
634,Paracetamol,Paracetamol,Good
635,Hydrochlorothiazide,Hydrochlorothiazide,Poor
636,Azithromycin,Azithromycin,Good
637,Azithromycin,Azithromycin,Poor
638,Hydrochlorothiazide,Hydrochlorothiazide,Poor
639,Amoxicillin,Amoxicillin,Good
640,Ciprofloxacin,Ciprofloxacin,Good
641,Diphenhydramine,Diphenhydramine,Good
642,Azithromycin,Azithromycin,Good
643,Azithromycin,Azithromycin,Good
644,Aspirin,Acetylsalicylic Acid,Poor
645,Doxycycline,Doxycycline,Poor
646,Cetirizine,Cetirizine Hydrochloride,Good
647,Omeprazole,Omeprazole,Good
648,Aspirin,Acetylsalicylic Acid,Poor
649,Lorazepam,Lorazepam,Poor
650,Lorazepam,Lorazepam,Good
651,Cetirizine,Cetirizine Hydrochloride,Good
652,Clopidogrel,Clopidogrel,Good
653,Amoxicillin,Amoxicillin,Good
654,Losartan,Losartan Potassium,Poor
655,Ranitidine,Ranitidine,Good
656,Lorazepam,Lorazepam,Poor
668,Ranitidine,Ranitidine,Poor
669,Montelukast,Montelukast Sodium,Poor
680,Cetirizine,Cetirizine Hydrochloride,Poor
681,Prednisone,Prednisone,Poor
682,Aspirin,Acetylsalicylic Acid,Poor
683,Aspirin,Acetylsalicylic Acid,Poor
684,Diphenhydramine,Diphenhydramine,Poor
685,Amoxicillin,Amoxicillin,Good
686,Amoxicillin,Amoxicillin,Poor
687,Diphenhydramine,Diphenhydramine,Good
688,Ciprofloxacin,Ciprofloxacin,Poor
689,Omeprazole,Omeprazole,Good
690,Tramadol,Tramadol,Poor
691,Ciprofloxacin,Ciprofloxacin,Poor
692,Aspirin,Acetylsalicylic Acid,Poor
693,Doxycycline,Doxycycline,Poor
694,Tramadol,Tramadol,Good
695,Clopidogrel,Clopidogrel,Good
696,Diphenhydramine,Diphenhydramine,Poor
697,Hydrochlorothiazide,Hydrochlorothiazide,Good
698,Ciprofloxacin,Ciprofloxacin,Good
699,Clopidogrel,Clopidogrel,Good
700,Amoxicillin,Amoxicillin,Poor
708,Omeprazole,Omeprazole,Poor
709,Simvastatin,Simvastatin,Good
710,Clopidogrel,Clopidogrel,Good
711,Ibuprofen,Ibuprofen,Good
712,Tramadol,Tramadol,Good
713,Clopidogrel,Clopidogrel,Poor
714,Tramadol,Tramadol,Good
715,Losartan,Losartan Potassium,Good
716,Clopidogrel,Clopidogrel,Poor
724,Metformin,Metformin Hydrochloride,Poor
725,Losartan,Losartan Potassium,Good
726,Tramadol,Tramadol,Poor
727,Azithromycin,Azithromycin,Good
728,Hydrochlorothiazide,Hydrochlorothiazide,Poor
729,Ranitidine,Ranitidine,Good
730,Prednisone,Prednisone,Good
731,Ranitidine,Ranitidine,Poor
732,Aspirin,Acetylsalicylic Acid,Poor
733,Clopidogrel,Clopidogrel,Poor
740,Ibuprofen,Ibuprofen,Poor

748,Doxycycline,Doxycycline,Poor
749,Cetirizine,Cetirizine Hydrochloride,Good
750,Ranitidine,Ranitidine,Poor
756,Azithromycin,Azithromycin,Poor
757,Losartan,Losartan Potassium,Good
758,Metformin,Metformin Hydrochloride,Poor
759,Ciprofloxacin,Ciprofloxacin,Good
760,Prednisone,Prednisone,Poor
761,Losartan,Losartan Potassium,Poor

766,Omeprazole,Omeprazole,Poor
767,Ciprofloxacin,Ciprofloxacin,Poor
768,Azithromycin,Azithromycin,Good
769,Paracetamol,Paracetamol,Good
770,Montelukast,Montelukast Sodium,Poor
771,Losartan,Losartan Potassium,Poor
772,Ibuprofen,Ibuprofen,Good
773,Doxycycline,Doxycycline,Good
774,Ibuprofen,Ibuprofen,Poor
781,Azithromycin,Azithromycin,Poor
782,Ranitidine,Ranitidine,Good
783,Doxycycline,Doxycycline,Poor
784,Losartan,Losartan Potassium,Good
785,Montelukast,Montelukast Sodium,Poor
786,Omeprazole,Omeprazole,Good
787,Paracetamol,Paracetamol,Good
788,Aspirin,Acetylsalicylic Acid,Poor
789,Aspirin,Acetylsalicylic Acid,Good
790,Metformin,Metformin Hydrochloride,Good
791,Simvastatin,Simvastatin,Poor
792,Montelukast,Montelukast Sodium,Good
793,Diphenhydramine,Diphenhydramine,Poor
794,Clopidogrel,Clopidogrel,Poor
795,Diphenhydramine,Diphenhydramine,Good
796,Prednisone,Prednisone,Good
797,Diphenhydramine,Diphenhydramine,Good
798,Metformin,Metformin Hydrochloride,Good
799,Hydrochlorothiazide,Hydrochlorothiazide,Poor
800,Aspirin,Acetylsalicylic Acid,Good
801,Clopidogrel,Clopidogrel,Poor
802,Montelukast,Montelukast Sodium,Poor
803,Diphenhydramine,Diphenhydramine,Poor
810,Tramadol,Tramadol,Poor
811,Ranitidine,Ranitidine,Good
812,Prednisone,Prednisone,Poor
813,Paracetamol,Paracetamol,Good
814,Montelukast,Montelukast Sodium,Good
815,Azithromycin,Azithromycin,Good
816,Ciprofloxacin,Ciprofloxacin,Poor
817,Metformin,Metformin Hydrochloride,Poor
825,Montelukast,Montelukast Sodium,Poor
830,Lorazepam,Lorazepam,Poor
831,Doxycycline,Doxycycline,Good
832,Montelukast,Montelukast Sodium,Poor
841,Lorazepam,Lorazepam,Poor
842,Ciprofloxacin,Ciprofloxacin,Good
843,Losartan,Losartan Potassium,Poor
844,Aspirin,Acetylsalicylic Acid,Poor
845,Ranitidine,Ranitidine,Poor
846,Azithromycin,Azithromycin,Good
847,Omeprazole,Omeprazole,Good
848,Amoxicillin,Amoxicillin,Poor
849,Aspirin,Acetylsalicylic Acid,Poor
850,Azithromycin,Azithromycin,Poor
862,Montelukast,Montelukast Sodium,Poor
863,Prednisone,Prednisone,Good
864,Ranitidine,Ranitidine,Good
865,Amoxicillin,Amoxicillin,Poor
866,Tramadol,Tramadol,Good
867,Ranitidine,Ranitidine,Poor
877,Prednisone,Prednisone,Poor
878,Clopidogrel,Clopidogrel,Poor
879,Ranitidine,Ranitidine,Poor
880,Amoxicillin,Amoxicillin,Good
881,Lorazepam,Lorazepam,Poor
887,Doxycycline,Doxycycline,Poor
893,Cetirizine,Cetirizine Hydrochloride,Poor
